feature,module,selected_train_only,nonzero_count,nonzero_pct,mean,median,max,missing_count
ont_InteligenciaArtificial_Positivo,ai,False,32,1.982651796778191,0.027881040892193308,0.0,6.0,0
ont_InteligenciaArtificial_Negativo,ai,True,20,1.2391573729863694,0.014250309789343246,0.0,2.0,0
ont_InteligenciaArtificial_Neutro,ai,False,930,57.62081784386617,1.1301115241635689,1.0,37.0,0
ont_AprendizajeAutomatico_Positivo,ml,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_AprendizajeAutomatico_Negativo,ml,False,2,0.12391573729863693,0.0018587360594795538,0.0,2.0,0
ont_AprendizajeAutomatico_Neutro,ml,False,35,2.168525402726146,0.04770755885997522,0.0,23.0,0
ont_Tecnologia_Positivo,technology,False,6,0.37174721189591076,0.004337050805452293,0.0,2.0,0
ont_Tecnologia_Negativo,technology,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Tecnologia_Neutro,technology,True,226,14.002478314745973,0.19516728624535315,0.0,11.0,0
ont_Futuro_Positivo,future,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_Futuro_Negativo,future,False,0,0.0,0.0,0.0,0.0,0
ont_Futuro_Neutro,future,False,151,9.355638166047088,0.12577447335811648,0.0,7.0,0
ont_Datos_Positivo,data,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Datos_Negativo,data,False,3,0.18587360594795538,0.0018587360594795538,0.0,1.0,0
ont_Datos_Neutro,data,False,230,14.250309789343246,0.19206939281288724,0.0,9.0,0
ont_Algoritmo_Positivo,algorithm,False,0,0.0,0.0,0.0,0.0,0
ont_Algoritmo_Negativo,algorithm,False,0,0.0,0.0,0.0,0.0,0
ont_Algoritmo_Neutro,algorithm,False,21,1.3011152416356877,0.024783147459727387,0.0,12.0,0
ont_Robot_Positivo,robot,False,5,0.30978934324659235,0.0037174721189591076,0.0,2.0,0
ont_Robot_Negativo,robot,False,0,0.0,0.0,0.0,0.0,0
ont_Robot_Neutro,robot,False,121,7.496902106567534,0.12453531598513011,0.0,10.0,0
ont_Automatizacion_Positivo,automation,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_Automatizacion_Negativo,automation,False,0,0.0,0.0,0.0,0.0,0
ont_Automatizacion_Neutro,automation,False,46,2.8500619578686495,0.051425030978934326,0.0,9.0,0
ont_Etica_Positivo,ethics,False,4,0.24783147459727387,0.0024783147459727386,0.0,1.0,0
ont_Etica_Negativo,ethics,True,3,0.18587360594795538,0.0024783147459727386,0.0,2.0,0
ont_Etica_Neutro,ethics,False,53,3.2837670384138784,0.05080545229244114,0.0,13.0,0
ont_Innovacion_Positivo,innovation,False,0,0.0,0.0,0.0,0.0,0
ont_Innovacion_Negativo,innovation,False,0,0.0,0.0,0.0,0.0,0
ont_Innovacion_Neutro,innovation,True,47,2.9120198265179678,0.030978934324659233,0.0,2.0,0
ont_has_ontology_elements,global_counts,False,1489,92.25526641883519,0.9225526641883519,1.0,1.0,0
ont_count_domain_concepts,global_counts,False,1408,87.2366790582404,1.2936802973977695,1.0,9.0,0
ont_total_positivo_mentions,global_counts,False,43,2.664188351920694,0.04151177199504337,0.0,6.0,0
ont_total_negativo_mentions,global_counts,True,25,1.5489467162329618,0.02168525402726146,0.0,3.0,0
ont_total_neutro_mentions,global_counts,False,1353,83.82899628252788,1.973358116480793,1.0,47.0,0
ont_domain_score,global_counts,False,1408,87.2366790582404,1.9182156133828996,1.0,47.0,0
ont_domain_density,global_counts,True,1408,87.2366790582404,0.06269590859860125,0.058823529411764705,0.375,0
