feature,module,selected_train_only,nonzero_count,nonzero_pct,mean,median,max,missing_count
ont_InteligenciaArtificial_Positivo,ai,False,86,5.328376703841388,0.06939281288723669,0.0,11.0,0
ont_InteligenciaArtificial_Negativo,ai,False,10,0.6195786864931847,0.006195786864931847,0.0,1.0,0
ont_InteligenciaArtificial_Neutro,ai,False,915,56.69144981412639,1.096654275092937,1.0,37.0,0
ont_AprendizajeAutomatico_Positivo,ml,False,3,0.18587360594795538,0.0024783147459727386,0.0,2.0,0
ont_AprendizajeAutomatico_Negativo,ml,False,0,0.0,0.0,0.0,0.0,0
ont_AprendizajeAutomatico_Neutro,ml,False,35,2.168525402726146,0.04770755885997522,0.0,25.0,0
ont_Tecnologia_Positivo,technology,False,19,1.1771995043370507,0.012391573729863693,0.0,2.0,0
ont_Tecnologia_Negativo,technology,False,0,0.0,0.0,0.0,0.0,0
ont_Tecnologia_Neutro,technology,True,221,13.692688971499381,0.18835192069392812,0.0,11.0,0
ont_Futuro_Positivo,future,False,18,1.1152416356877324,0.011771995043370507,0.0,2.0,0
ont_Futuro_Negativo,future,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_Futuro_Neutro,future,False,145,8.983890954151178,0.11400247831474597,0.0,6.0,0
ont_Datos_Positivo,data,True,13,0.8054522924411399,0.0080545229244114,0.0,1.0,0
ont_Datos_Negativo,data,False,0,0.0,0.0,0.0,0.0,0
ont_Datos_Neutro,data,False,225,13.940520446096654,0.18711276332094176,0.0,8.0,0
ont_Algoritmo_Positivo,algorithm,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_Algoritmo_Negativo,algorithm,False,0,0.0,0.0,0.0,0.0,0
ont_Algoritmo_Neutro,algorithm,False,21,1.3011152416356877,0.024163568773234202,0.0,12.0,0
ont_Robot_Positivo,robot,False,10,0.6195786864931847,0.007434944237918215,0.0,3.0,0
ont_Robot_Negativo,robot,False,0,0.0,0.0,0.0,0.0,0
ont_Robot_Neutro,robot,False,119,7.372986369268897,0.120817843866171,0.0,11.0,0
ont_Automatizacion_Positivo,automation,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Automatizacion_Negativo,automation,False,0,0.0,0.0,0.0,0.0,0
ont_Automatizacion_Neutro,automation,False,45,2.7881040892193307,0.05080545229244114,0.0,9.0,0
ont_Etica_Positivo,ethics,False,31,1.9206939281288724,0.027261462205700124,0.0,14.0,0
ont_Etica_Negativo,ethics,False,0,0.0,0.0,0.0,0.0,0
ont_Etica_Neutro,ethics,False,28,1.734820322180917,0.028500619578686492,0.0,4.0,0
ont_Innovacion_Positivo,innovation,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_Innovacion_Negativo,innovation,False,0,0.0,0.0,0.0,0.0,0
ont_Innovacion_Neutro,innovation,True,46,2.8500619578686495,0.030359355638166045,0.0,2.0,0
ont_has_ontology_elements,global_counts,False,1489,92.25526641883519,0.9225526641883519,1.0,1.0,0
ont_count_domain_concepts,global_counts,False,1408,87.2366790582404,1.2936802973977695,1.0,9.0,0
ont_total_positivo_mentions,global_counts,False,149,9.231722428748451,0.1412639405204461,0.0,27.0,0
ont_total_negativo_mentions,global_counts,False,11,0.6815365551425031,0.006815365551425031,0.0,1.0,0
ont_total_neutro_mentions,global_counts,False,1335,82.71375464684016,1.8884758364312269,1.0,47.0,0
ont_domain_score,global_counts,False,1408,87.2366790582404,1.9182156133828996,1.0,47.0,0
ont_domain_density,global_counts,True,1408,87.2366790582404,0.06269590859860125,0.058823529411764705,0.375,0
