feature,module,selected_train_only,nonzero_count,nonzero_pct,mean,median,max,missing_count
ont_InteligenciaArtificial_Positivo,ai,False,127,7.8686493184634445,0.1127633209417596,0.0,11.0,0
ont_InteligenciaArtificial_Negativo,ai,False,11,0.6815365551425031,0.007434944237918215,0.0,2.0,0
ont_InteligenciaArtificial_Neutro,ai,False,889,55.080545229244116,1.0520446096654275,1.0,37.0,0
ont_AprendizajeAutomatico_Positivo,ml,False,5,0.30978934324659235,0.0037174721189591076,0.0,2.0,0
ont_AprendizajeAutomatico_Negativo,ml,False,0,0.0,0.0,0.0,0.0,0
ont_AprendizajeAutomatico_Neutro,ml,False,35,2.168525402726146,0.046468401486988845,0.0,24.0,0
ont_Tecnologia_Positivo,technology,False,31,1.9206939281288724,0.01982651796778191,0.0,2.0,0
ont_Tecnologia_Negativo,technology,False,0,0.0,0.0,0.0,0.0,0
ont_Tecnologia_Neutro,technology,True,216,13.382899628252787,0.1809169764560099,0.0,11.0,0
ont_Futuro_Positivo,future,False,24,1.486988847583643,0.0161090458488228,0.0,2.0,0
ont_Futuro_Negativo,future,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_Futuro_Neutro,future,False,141,8.736059479553903,0.10966542750929369,0.0,5.0,0
ont_Datos_Positivo,data,True,21,1.3011152416356877,0.014250309789343246,0.0,2.0,0
ont_Datos_Negativo,data,False,0,0.0,0.0,0.0,0.0,0
ont_Datos_Neutro,data,False,218,13.506815365551425,0.1809169764560099,0.0,8.0,0
ont_Algoritmo_Positivo,algorithm,False,1,0.061957868649318466,0.0012391573729863693,0.0,2.0,0
ont_Algoritmo_Negativo,algorithm,False,0,0.0,0.0,0.0,0.0,0
ont_Algoritmo_Neutro,algorithm,False,21,1.3011152416356877,0.023543990086741014,0.0,12.0,0
ont_Robot_Positivo,robot,False,15,0.929368029739777,0.011771995043370507,0.0,4.0,0
ont_Robot_Negativo,robot,False,0,0.0,0.0,0.0,0.0,0
ont_Robot_Neutro,robot,False,115,7.125154894671623,0.11648079306071871,0.0,11.0,0
ont_Automatizacion_Positivo,automation,False,7,0.43370508054522927,0.004956629491945477,0.0,2.0,0
ont_Automatizacion_Negativo,automation,False,0,0.0,0.0,0.0,0.0,0
ont_Automatizacion_Neutro,automation,False,43,2.664188351920694,0.04708798017348203,0.0,9.0,0
ont_Etica_Positivo,ethics,False,31,1.9206939281288724,0.027261462205700124,0.0,14.0,0
ont_Etica_Negativo,ethics,False,0,0.0,0.0,0.0,0.0,0
ont_Etica_Neutro,ethics,False,30,1.858736059479554,0.028500619578686492,0.0,3.0,0
ont_Innovacion_Positivo,innovation,False,4,0.24783147459727387,0.0024783147459727386,0.0,1.0,0
ont_Innovacion_Negativo,innovation,False,0,0.0,0.0,0.0,0.0,0
ont_Innovacion_Neutro,innovation,True,43,2.664188351920694,0.028500619578686492,0.0,2.0,0
ont_has_ontology_elements,global_counts,False,1489,92.25526641883519,0.9225526641883519,1.0,1.0,0
ont_count_domain_concepts,global_counts,False,1408,87.2366790582404,1.2936802973977695,1.0,9.0,0
ont_total_positivo_mentions,global_counts,False,200,12.391573729863694,0.21437422552664187,0.0,27.0,0
ont_total_negativo_mentions,global_counts,False,12,0.7434944237918215,0.0080545229244114,0.0,2.0,0
ont_total_neutro_mentions,global_counts,False,1303,80.73110285006196,1.8141263940520447,1.0,47.0,0
ont_domain_score,global_counts,False,1408,87.2366790582404,1.9182156133828996,1.0,47.0,0
ont_domain_density,global_counts,True,1408,87.2366790582404,0.06269590859860125,0.058823529411764705,0.375,0
