feature,module,selected_train_only,nonzero_count,nonzero_pct,mean,median,max,missing_count
ont_InteligenciaArtificial_Positivo,ai,False,85,5.266418835192069,0.06753407682775713,0.0,5.0,0
ont_InteligenciaArtificial_Negativo,ai,True,92,5.700123915737299,0.07001239157372986,0.0,4.0,0
ont_InteligenciaArtificial_Neutro,ai,False,865,53.59355638166047,1.0346964064436184,1.0,37.0,0
ont_AprendizajeAutomatico_Positivo,ml,False,3,0.18587360594795538,0.0018587360594795538,0.0,1.0,0
ont_AprendizajeAutomatico_Negativo,ml,False,3,0.18587360594795538,0.0030978934324659233,0.0,3.0,0
ont_AprendizajeAutomatico_Neutro,ml,False,34,2.1065675340768277,0.045229244114002476,0.0,21.0,0
ont_Tecnologia_Positivo,technology,False,16,0.9913258983890955,0.011152416356877323,0.0,2.0,0
ont_Tecnologia_Negativo,technology,False,7,0.43370508054522927,0.004337050805452293,0.0,1.0,0
ont_Tecnologia_Neutro,technology,True,210,13.011152416356877,0.1852540272614622,0.0,11.0,0
ont_Futuro_Positivo,future,False,3,0.18587360594795538,0.0024783147459727386,0.0,2.0,0
ont_Futuro_Negativo,future,False,6,0.37174721189591076,0.0037174721189591076,0.0,1.0,0
ont_Futuro_Neutro,future,False,145,8.983890954151178,0.12019826517967781,0.0,6.0,0
ont_Datos_Positivo,data,False,8,0.49566294919454773,0.0055762081784386614,0.0,2.0,0
ont_Datos_Negativo,data,True,19,1.1771995043370507,0.012391573729863693,0.0,2.0,0
ont_Datos_Neutro,data,False,214,13.258983890954152,0.1771995043370508,0.0,7.0,0
ont_Algoritmo_Positivo,algorithm,False,0,0.0,0.0,0.0,0.0,0
ont_Algoritmo_Negativo,algorithm,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Algoritmo_Neutro,algorithm,False,19,1.1771995043370507,0.023543990086741014,0.0,12.0,0
ont_Robot_Positivo,robot,False,5,0.30978934324659235,0.004337050805452293,0.0,3.0,0
ont_Robot_Negativo,robot,True,14,0.8674101610904585,0.011152416356877323,0.0,2.0,0
ont_Robot_Neutro,robot,False,109,6.753407682775713,0.1127633209417596,0.0,10.0,0
ont_Automatizacion_Positivo,automation,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Automatizacion_Negativo,automation,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_Automatizacion_Neutro,automation,False,45,2.7881040892193307,0.05018587360594796,0.0,9.0,0
ont_Etica_Positivo,ethics,False,11,0.6815365551425031,0.009913258983890954,0.0,3.0,0
ont_Etica_Negativo,ethics,True,5,0.30978934324659235,0.0037174721189591076,0.0,2.0,0
ont_Etica_Neutro,ethics,False,46,2.8500619578686495,0.042131350681536554,0.0,14.0,0
ont_Innovacion_Positivo,innovation,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Innovacion_Negativo,innovation,False,0,0.0,0.0,0.0,0.0,0
ont_Innovacion_Neutro,innovation,True,45,2.7881040892193307,0.02973977695167286,0.0,2.0,0
ont_has_ontology_elements,global_counts,False,1489,92.25526641883519,0.9225526641883519,1.0,1.0,0
ont_count_domain_concepts,global_counts,False,1408,87.2366790582404,1.2936802973977695,1.0,9.0,0
ont_total_positivo_mentions,global_counts,False,117,7.24907063197026,0.10532837670384139,0.0,7.0,0
ont_total_negativo_mentions,global_counts,True,127,7.8686493184634445,0.11028500619578686,0.0,4.0,0
ont_total_neutro_mentions,global_counts,False,1267,78.5006195786865,1.8209417596034696,1.0,47.0,0
ont_domain_score,global_counts,False,1408,87.2366790582404,1.9182156133828996,1.0,47.0,0
ont_domain_density,global_counts,True,1408,87.2366790582404,0.06269590859860125,0.058823529411764705,0.375,0
