feature,module,selected_train_only,nonzero_count,nonzero_pct,mean,median,max,missing_count
ont_InteligenciaArtificial_Positivo,ai,False,153,9.479553903345725,0.12329615861214374,0.0,10.0,0
ont_InteligenciaArtificial_Negativo,ai,True,60,3.717472118959108,0.04151177199504337,0.0,2.0,0
ont_InteligenciaArtificial_Neutro,ai,False,852,52.78810408921933,1.0074349442379182,1.0,37.0,0
ont_AprendizajeAutomatico_Positivo,ml,False,8,0.49566294919454773,0.006195786864931847,0.0,2.0,0
ont_AprendizajeAutomatico_Negativo,ml,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_AprendizajeAutomatico_Neutro,ml,False,32,1.982651796778191,0.04337050805452292,0.0,22.0,0
ont_Tecnologia_Positivo,technology,False,28,1.734820322180917,0.01858736059479554,0.0,2.0,0
ont_Tecnologia_Negativo,technology,False,9,0.5576208178438662,0.0055762081784386614,0.0,1.0,0
ont_Tecnologia_Neutro,technology,True,206,12.763320941759604,0.17657992565055763,0.0,11.0,0
ont_Futuro_Positivo,future,False,16,0.9913258983890955,0.013011152416356878,0.0,3.0,0
ont_Futuro_Negativo,future,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Futuro_Neutro,future,False,142,8.79801734820322,0.11214374225526642,0.0,6.0,0
ont_Datos_Positivo,data,False,27,1.6728624535315983,0.01734820322180917,0.0,2.0,0
ont_Datos_Negativo,data,False,6,0.37174721189591076,0.0037174721189591076,0.0,1.0,0
ont_Datos_Neutro,data,False,209,12.94919454770756,0.17410161090458487,0.0,8.0,0
ont_Algoritmo_Positivo,algorithm,False,3,0.18587360594795538,0.0024783147459727386,0.0,2.0,0
ont_Algoritmo_Negativo,algorithm,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_Algoritmo_Neutro,algorithm,False,19,1.1771995043370507,0.02168525402726146,0.0,12.0,0
ont_Robot_Positivo,robot,False,11,0.6815365551425031,0.00929368029739777,0.0,3.0,0
ont_Robot_Negativo,robot,False,3,0.18587360594795538,0.0018587360594795538,0.0,1.0,0
ont_Robot_Neutro,robot,False,118,7.311028500619579,0.1171003717472119,0.0,8.0,0
ont_Automatizacion_Positivo,automation,False,4,0.24783147459727387,0.0024783147459727386,0.0,1.0,0
ont_Automatizacion_Negativo,automation,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Automatizacion_Neutro,automation,False,44,2.7261462205700124,0.048327137546468404,0.0,8.0,0
ont_Etica_Positivo,ethics,False,42,2.6022304832713754,0.03593556381660471,0.0,14.0,0
ont_Etica_Negativo,ethics,True,5,0.30978934324659235,0.0037174721189591076,0.0,2.0,0
ont_Etica_Neutro,ethics,False,16,0.9913258983890955,0.0161090458488228,0.0,3.0,0
ont_Innovacion_Positivo,innovation,False,4,0.24783147459727387,0.0024783147459727386,0.0,1.0,0
ont_Innovacion_Negativo,innovation,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Innovacion_Neutro,innovation,True,41,2.540272614622057,0.027261462205700124,0.0,2.0,0
ont_has_ontology_elements,global_counts,False,1489,92.25526641883519,0.9225526641883519,1.0,1.0,0
ont_count_domain_concepts,global_counts,False,1408,87.2366790582404,1.2936802973977695,1.0,9.0,0
ont_total_positivo_mentions,global_counts,False,236,14.622057001239158,0.23110285006195788,0.0,25.0,0
ont_total_negativo_mentions,global_counts,True,82,5.080545229244114,0.06133828996282528,0.0,4.0,0
ont_total_neutro_mentions,global_counts,False,1254,77.69516728624535,1.7441140024783148,1.0,47.0,0
ont_domain_score,global_counts,False,1408,87.2366790582404,1.9182156133828996,1.0,47.0,0
ont_domain_density,global_counts,True,1408,87.2366790582404,0.06269590859860125,0.058823529411764705,0.375,0
