feature,module,selected_train_only,nonzero_count,nonzero_pct,mean,median,max,missing_count
ont_InteligenciaArtificial_Positivo,ai,True,247,15.303593556381662,0.2211895910780669,0.0,11.0,0
ont_InteligenciaArtificial_Negativo,ai,True,147,9.107806691449815,0.11028500619578686,0.0,4.0,0
ont_InteligenciaArtificial_Neutro,ai,False,741,45.91078066914498,0.8407682775712515,0.0,37.0,0
ont_AprendizajeAutomatico_Positivo,ml,False,10,0.6195786864931847,0.00929368029739777,0.0,4.0,0
ont_AprendizajeAutomatico_Negativo,ml,False,1,0.061957868649318466,0.0012391573729863693,0.0,2.0,0
ont_AprendizajeAutomatico_Neutro,ml,False,31,1.9206939281288724,0.03965303593556382,0.0,19.0,0
ont_Tecnologia_Positivo,technology,True,48,2.973977695167286,0.03407682775712516,0.0,2.0,0
ont_Tecnologia_Negativo,technology,False,21,1.3011152416356877,0.013011152416356878,0.0,1.0,0
ont_Tecnologia_Neutro,technology,False,179,11.090458488228006,0.1536555142503098,0.0,11.0,0
ont_Futuro_Positivo,future,False,25,1.5489467162329618,0.01858736059479554,0.0,3.0,0
ont_Futuro_Negativo,future,True,9,0.5576208178438662,0.0055762081784386614,0.0,1.0,0
ont_Futuro_Neutro,future,False,130,8.054522924411401,0.10223048327137546,0.0,5.0,0
ont_Datos_Positivo,data,False,42,2.6022304832713754,0.030359355638166045,0.0,4.0,0
ont_Datos_Negativo,data,False,24,1.486988847583643,0.01486988847583643,0.0,1.0,0
ont_Datos_Neutro,data,False,184,11.400247831474598,0.14993804213135067,0.0,6.0,0
ont_Algoritmo_Positivo,algorithm,False,5,0.30978934324659235,0.0037174721189591076,0.0,2.0,0
ont_Algoritmo_Negativo,algorithm,False,3,0.18587360594795538,0.0018587360594795538,0.0,1.0,0
ont_Algoritmo_Neutro,algorithm,False,16,0.9913258983890955,0.019206939281288724,0.0,11.0,0
ont_Robot_Positivo,robot,False,22,1.3630731102850062,0.017967781908302356,0.0,5.0,0
ont_Robot_Negativo,robot,True,15,0.929368029739777,0.010532837670384139,0.0,2.0,0
ont_Robot_Neutro,robot,False,103,6.381660470879802,0.09975216852540272,0.0,7.0,0
ont_Automatizacion_Positivo,automation,False,9,0.5576208178438662,0.006195786864931847,0.0,2.0,0
ont_Automatizacion_Negativo,automation,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Automatizacion_Neutro,automation,False,43,2.664188351920694,0.04460966542750929,0.0,7.0,0
ont_Etica_Positivo,ethics,False,39,2.41635687732342,0.03593556381660471,0.0,14.0,0
ont_Etica_Negativo,ethics,True,5,0.30978934324659235,0.0037174721189591076,0.0,2.0,0
ont_Etica_Neutro,ethics,False,20,1.2391573729863694,0.0161090458488228,0.0,3.0,0
ont_Innovacion_Positivo,innovation,True,25,1.5489467162329618,0.0161090458488228,0.0,2.0,0
ont_Innovacion_Negativo,innovation,False,0,0.0,0.0,0.0,0.0,0
ont_Innovacion_Neutro,innovation,False,22,1.3630731102850062,0.01486988847583643,0.0,2.0,0
ont_has_ontology_elements,global_counts,False,1489,92.25526641883519,0.9225526641883519,1.0,1.0,0
ont_count_domain_concepts,global_counts,False,1408,87.2366790582404,1.2936802973977695,1.0,9.0,0
ont_total_positivo_mentions,global_counts,True,368,22.800495662949196,0.39343246592317227,0.0,27.0,0
ont_total_negativo_mentions,global_counts,True,201,12.453531598513012,0.1623296158612144,0.0,5.0,0
ont_total_neutro_mentions,global_counts,False,1101,68.21561338289963,1.4807930607187112,1.0,47.0,0
ont_domain_score,global_counts,False,1408,87.2366790582404,1.9182156133828996,1.0,47.0,0
ont_domain_density,global_counts,True,1408,87.2366790582404,0.06269590859860125,0.058823529411764705,0.375,0
