feature,module,selected_train_only,nonzero_count,nonzero_pct,mean,median,max,missing_count
ont_InteligenciaArtificial_Positivo,ai,False,153,9.479553903345725,0.13073110285006195,0.0,10.0,0
ont_InteligenciaArtificial_Negativo,ai,True,52,3.2218091697645597,0.03965303593556382,0.0,3.0,0
ont_InteligenciaArtificial_Neutro,ai,False,856,53.03593556381661,1.0018587360594795,1.0,37.0,0
ont_AprendizajeAutomatico_Positivo,ml,False,8,0.49566294919454773,0.0055762081784386614,0.0,2.0,0
ont_AprendizajeAutomatico_Negativo,ml,False,1,0.061957868649318466,0.0006195786864931846,0.0,1.0,0
ont_AprendizajeAutomatico_Neutro,ml,False,32,1.982651796778191,0.04399008674101611,0.0,23.0,0
ont_Tecnologia_Positivo,technology,False,23,1.4250309789343247,0.0161090458488228,0.0,2.0,0
ont_Tecnologia_Negativo,technology,True,7,0.43370508054522927,0.004337050805452293,0.0,1.0,0
ont_Tecnologia_Neutro,technology,True,208,12.887236679058239,0.18029739776951673,0.0,11.0,0
ont_Futuro_Positivo,future,False,19,1.1771995043370507,0.014250309789343246,0.0,2.0,0
ont_Futuro_Negativo,future,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Futuro_Neutro,future,False,142,8.79801734820322,0.11090458488228006,0.0,5.0,0
ont_Datos_Positivo,data,False,17,1.0532837670384139,0.011152416356877323,0.0,2.0,0
ont_Datos_Negativo,data,False,5,0.30978934324659235,0.0030978934324659233,0.0,1.0,0
ont_Datos_Neutro,data,False,217,13.444857496902108,0.1809169764560099,0.0,8.0,0
ont_Algoritmo_Positivo,algorithm,False,3,0.18587360594795538,0.0024783147459727386,0.0,2.0,0
ont_Algoritmo_Negativo,algorithm,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Algoritmo_Neutro,algorithm,False,18,1.1152416356877324,0.021065675340768277,0.0,12.0,0
ont_Robot_Positivo,robot,False,16,0.9913258983890955,0.011771995043370507,0.0,3.0,0
ont_Robot_Negativo,robot,False,3,0.18587360594795538,0.0018587360594795538,0.0,1.0,0
ont_Robot_Neutro,robot,False,116,7.187112763320942,0.11462205700123916,0.0,8.0,0
ont_Automatizacion_Positivo,automation,False,6,0.37174721189591076,0.0037174721189591076,0.0,1.0,0
ont_Automatizacion_Negativo,automation,False,2,0.12391573729863693,0.0012391573729863693,0.0,1.0,0
ont_Automatizacion_Neutro,automation,False,43,2.664188351920694,0.04708798017348203,0.0,8.0,0
ont_Etica_Positivo,ethics,False,42,2.6022304832713754,0.036555142503097895,0.0,14.0,0
ont_Etica_Negativo,ethics,True,2,0.12391573729863693,0.0018587360594795538,0.0,2.0,0
ont_Etica_Neutro,ethics,False,18,1.1152416356877324,0.01734820322180917,0.0,3.0,0
ont_Innovacion_Positivo,innovation,False,7,0.43370508054522927,0.004337050805452293,0.0,1.0,0
ont_Innovacion_Negativo,innovation,False,0,0.0,0.0,0.0,0.0,0
ont_Innovacion_Neutro,innovation,True,40,2.478314745972739,0.02664188351920694,0.0,2.0,0
ont_has_ontology_elements,global_counts,False,1489,92.25526641883519,0.9225526641883519,1.0,1.0,0
ont_count_domain_concepts,global_counts,False,1408,87.2366790582404,1.2936802973977695,1.0,9.0,0
ont_total_positivo_mentions,global_counts,False,234,14.49814126394052,0.23667905824039653,0.0,26.0,0
ont_total_negativo_mentions,global_counts,True,69,4.275092936802974,0.05514250309789343,0.0,3.0,0
ont_total_neutro_mentions,global_counts,False,1259,78.00495662949196,1.744733581164808,1.0,47.0,0
ont_domain_score,global_counts,False,1408,87.2366790582404,1.9182156133828996,1.0,47.0,0
ont_domain_density,global_counts,True,1408,87.2366790582404,0.06269590859860125,0.058823529411764705,0.375,0
